aeropuerto,oac,iata,tipo,denominacion,coordenadas,latitud,longitud,elev,uom_elev,ref,distancia_ref,direccion_ref,condicion,control,region,uso,trafico,sna,concesionado,provincia
CHJ,,,Aerodromo,CHAJARI,"""30°45'14""""S  58° 0' 0""""W""",-58.00002,-30.7539,53,Metros,Chajari,1.5,O,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,ENTRE RIOS
RIE,,,Aerodromo,RIO CUARTO/ESTINDHER,"""33° 5'34""""S  64°25'45""""W""",-64.42926,-33.09288,0,Metros,Rio Cuarto,9,NO,PRIVADO,NOCONTROL,RANO,,Nacional,NO,NO,CORDOBA
BLE,,,Aerodromo,BALCARCE/EA. LA ESTRELLA,"""37°33'34""""S  58°39'58""""W""",-58.66611111,-37.55944444,139,Metros,Balcarce,53,N,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
CSP,,,Aerodromo,CAPITAN SARMIENTO/SAN PATRICIO,"""34° 2'25""""S  59°41'40""""W""",-59.69444444,-34.04027778,45,Metros,Capitan Sarmiento,16.7,NNE,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
HCG,,,Helipuerto,EZEIZA/TRANSENER S.A.,"""34°54'44""""S  58°43'11""""W""",-58.719844,-34.912354,20,Metros,Cañuelas,15,N,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
IAC,SASQ,,Aerodromo,LA QUIACA/DR. GUILLERMO EUGENIO SNOPEK,"""22° 9'43""""S  65°34'19""""W""",-65.57207,-22.16195,3480,Metros,La Quiaca,6,SE,PUBLICO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,JUJUY
PCA,,,Aerodromo,PIQUETE CABADO/SAS AEROAPLICACIONES,"""24°48'24""""S  64°10'52""""W""",-64.18111111,-24.80666667,457,Metros,Piquete Cabado,1,N,PRIVADO,NOCONTROL,RANO,AEROAPP,Nacional,NO,NO,SALTA
AMG,,,Aerodromo,AMEGHINO,"""34°50'43""""S  62°28'58""""W""",-62.48266,-34.84541,110,Metros,Florentino Ameghino,2.5,ONO,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
CQZ,,,Aerodromo,CAÑADA QUIROZ,"""27°32'59""""S  58°43' 3""""W""",-58.7175,-27.54972222,55,Metros,Corrientes,15,SE,PRIVADO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,CORRIENTES
ECA,SAWC,FTE,Aerodromo,EL CALAFATE,"""50°16'48""""S  72° 3'11""""W""",-72.05305556,-50.28,204,Metros,El Calafate,16.6,ENE,PUBLICO,CONTROL,RASU,CIVIL,Nacional,SI,SI,SANTA CRUZ
JES,,,Aerodromo,JESUS MARIA,"""30°59'18""""S  64° 4'41""""W""",-64.07797,-30.9883,530,Metros,Jesus Maria,1.8,ESE,PUBLICO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,CORDOBA
JLA,,,Aerodromo,JUNIN DE LOS ANDES/SAN IGNACIO,"""39°50'44""""S  70°51'55""""W""",-70.86537,-39.84555,691,Metros,Junin de los Andes,22,NE,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,NEUQUEN
MON,,,Aerodromo,MONJE/FUMIGACIONES GONZALEZ,"""32°21'32""""S  60°58'47""""W""",-60.97972222,-32.35888889,30,Metros,Monje,3,O,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,SANTA FE
RAW,,,Aerodromo,RAWSON,"""43°17'38""""S  65° 3'47""""W""",-65.06319021,-43.29391627,11,Metros,Rawson,2,E,PUBLICO,NOCONTROL,RASU,,Nacional,NO,NO,CHUBUT
CDA,,,Aerodromo,SARGENTO CABRAL/CONDOR DEL AIRE,"""33°27'57""""S  60°37'43""""W""",-60.62857,-33.46586,56,Metros,Sargento Cabral,4,S,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,SANTA FE
HLS,,,Helipuerto,OPEN DOOR/LA SUPERBA,"""34°30' 3""""S  59° 0'55""""W""",-59.015184,-34.500721,0,Metros,,0,Lindando,PRIVADO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
LNV,,,Aerodromo,LINCOLN/LA NUEVA,"""34°56'41""""S  61°18' 8""""W""",-61.30217,-34.94464,75,Metros,Lincoln,22,SE,PRIVADO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
ESQ,SAVE,EQS,Aerodromo,ESQUEL/BRIGADIER GENERAL ANTONIO PARODI,"""42°54'14""""S  71° 8' 8""""W""",-71.13554,-42.90381,799,Metros,Esquel,12,ESE,PUBLICO,CONTROL,RASU,CIVIL,Nacional,SI,SI,CHUBUT
GUA,SAAG,GHU,Aerodromo,GUALEGUAYCHU,"""33° 0'20""""S  58°36'46""""W""",-58.61277778,-33.00555556,23,Metros,Gualeguaychu,8,O,PUBLICO,CONTROL,RACE,CIVIL,Nacional,NO,NO,ENTRE RIOS
HCP,,,Helipuerto,YACIMIENTO CAÑADON ALFA/TOTAL AUSTRAL S.A.,"""52°44'19""""S  68°34'21""""W""",-68.572493,-52.738661,87,Metros,,0,Lindando,PRIVADO,NOCONTROL,RASU,CIVIL,Nacional,NO,NO,TIERRA DEL FUEGO ANTARTIDA E ISLAS DEL ATLANTICO SUR
HGN,,,Helipuerto,BUENOS AIRES/CENTINELA,"""34°34'57""""S  58°22'28""""W""",-58.374528,-34.582445,13,Metros,Ciudad de Buenos Aires,0,SE,PRIVADO,NOCONTROL,RACE,JOINT,Nacional,NO,NO,CIUDAD AUTONOMA DE BUENOS AIRES
MAB,,,Aerodromo,MAGGIOLO/SAMAVE,"""33°47'11""""S  62° 7'41""""W""",-62.12792,-33.78639,109,Metros,Maggiolo,13,SE,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,SANTA FE
MPU,,,Aerodromo,MAIPU,"""36°53'20""""S  57°51' 6""""W""",-57.85166667,-36.88888889,16,Metros,Maipu,3,SE,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
VGB,,,Aerodromo,VILLA GENERAL BELGRANO,"""31°57'52""""S  64°33'52""""W""",-64.56444444,-31.96444444,840,Metros,Villa General Belgrano,0,NO,PUBLICO,NOCONTROL,RANO,,Nacional,NO,NO,CORDOBA
ATN,,,Aerodromo,TRENQUE LAUQUEN/LA ARGENTINA,"""35°59'52""""S  62°42'23""""W""",-62.70635,-35.99773,95,Metros,Trenque Lauquen,2,SE,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,BUENOS AIRES
HLE,,,Helipuerto,LAGO ESCONDIDO/HIDDEN LAKE S.A.,"""41°42'12""""S  71°36'28""""W""",-71.607697,-41.70337,830,Metros,El Bolson,31,NNO,PRIVADO,NOCONTROL,RASU,CIVIL,Nacional,NO,NO,RIO NEGRO
IBY,,,Aerodromo,ISLAS DEL IBICUY,"""33°44'38""""S  58°40'52""""W""",-58.68099,-33.7439,6,Metros,Islas de Ibicuy,3,S,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,ENTRE RIOS
MAT,SADZ,,Aerodromo,MATANZA,"""34°43'42""""S  58°30' 2""""W""",-58.50055556,-34.72833333,3,Metros,La Matanza,3,NNE,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
SLP,,,Aerodromo,SANTA ROSA/SAN ALBERTO,"""36°35'31""""S  64°13'13""""W""",-64.22041,-36.59206,186,Metros,Santa Rosa,9.3,NE,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,LA PAMPA
GBE,,,Aerodromo,GENERAL BELGRANO,"""35°45' 7""""S  58°27'48""""W""",-58.46327,-35.75191,12,Metros,General Belgrano,3,E,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
MDB,,,Aerodromo,MAR DEL PLATA/BATAN,"""38° 0'42""""S  57°40'39""""W""",-57.6775,-38.01166667,62,Metros,Batan,11.5,O,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
UNE,,,Aerodromo,FUNES/ALAGRO FUMIGACIONES,"""32°53'18""""S  60°50'37""""W""",-60.8436,-32.88841,35,Metros,Funes,5,NO,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,SANTA FE
PLT,,,Aerodromo,PUNTA ALTA,"""38°50' 3""""S  62° 5'14""""W""",-62.08722222,-38.83416667,3,Metros,Punta Alta,5.5,N,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
RVA,,,Aerodromo,AMERICA,"""35°30' 7""""S  62°59'24""""W""",-62.99,-35.50194444,106,Metros,America,1,SO,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
BOM,,,Aerodromo,BOMBAL/GRAN ANCONA,"""33°26'19""""S  61°18'12""""W""",-61.30323,-33.43852,97,Metros,Bombal,3,NE,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,SANTA FE
CCS,,,Aerodromo,CACHI,"""25° 6'19""""S  66° 9'26""""W""",-66.1572,-25.10518,2510,Metros,Cachi,2,NO,PRIVADO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,SALTA
HPN,,,Helipuerto,BUENOS AIRES/P.N.A. OF. PPAL. BALLESTRA,"""34°34'38""""S  58°23' 2""""W""",-58.383829,-34.577207,6,Metros,Junin y Rafael Obligado (Darsena F),0,Lindando,PRIVADO,NOCONTROL,RACE,MIL,Nacional,NO,NO,CIUDAD AUTONOMA DE BUENOS AIRES
IBA,,,Aerodromo,INES INDART/BELINGUERES AVIACION,"""34°16'40""""S  60°30'16""""W""",-60.50444444,-34.27777778,63.7,Metros,Salto,14,NNE,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
EML,,,Aerodromo,CORONEL BRANDSEN/EL MANANTIAL,"""35°11'40""""S  58°21'36""""W""",-58.35994,-35.19441,15,Metros,Coronel Brandsen,12.5,OSO,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
HCA,,,Helipuerto,COSTA AZUL/LA CALDERA,"""36°40' 1""""S  56°40'43""""W""",-56.678721,-36.666985,10,Metros,Duhau,,0,Lindando,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO
OGB,,,Aerodromo,CORONEL BOGADO/AEROFUMIGACIONES DON ALEJANDRO,"""33°18'22""""S  60°39'22""""W""",-60.6561,-33.30609,52,Metros,Coronel Bogado,11,ONO,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,SANTA FE
COA,,,Aerodromo,ARIAS,"""33°39'52""""S  62°22'30""""W""",-62.37505556,-33.66431111,121.5,Metros,Arias,3,SE,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,CORDOBA
JOC,,,Aerodromo,JOVITA/ANTARES,"""34°31'55""""S  63°57'38""""W""",-63.96055556,-34.53194444,154,Metros,Jovita,2,SO,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,CORDOBA
LBI,,,Aerodromo,LOBERIA,"""38°11'22""""S  58°47'14""""W""",-58.7872,-38.18951,81,Metros,Loberia,2.5,S,PRIVADO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
LRS,,,Aerodromo,LAS ROSAS,"""32°29'35""""S  61°34'54""""W""",-61.58166667,-32.49305556,102,Metros,Las Rosas,1,S,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,SANTA FE
OBE,SATO,,Aerodromo,OBERA,"""27°31' 5""""S  55° 7'27""""W""",-55.12421,-27.5181,343,Metros,Obera,3,SE,PRIVADO,NOCONTROL,RANE,,Nacional,NO,NO,MISIONES
PLC,,,Aerodromo,PIÑERO/EA. LA CAROLINA,"""33° 4'32""""S  60°42'54""""W""",-60.715,-33.07559,30,Metros,Piñero,8,NE,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,SANTA FE
PTL,,,Aerodromo,LA PLATA/TOLOSA,"""34°52'28""""S  57°57'41""""W""",-57.96138889,-34.87444444,6,Metros,La Plata,5,N,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
STR,SAZL,SST,Aerodromo,SANTA TERESITA,"""36°32'32""""S  56°43'17""""W""",-56.72138889,-36.54222222,3,Metros,Santa Teresita,2,O,PUBLICO,AERADIO,RACE,,Nacional,SI,NO,BUENOS AIRES
EBF,,,Aerodromo,ESPERANZA/ANIBAL BRIZI,"""31°24'20""""S  60°53'58""""W""",-60.89944444,-31.40555556,39,Metros,Esperanza,1.5,N,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,SANTA FE
GAI,,,Aerodromo,GANCEDO/AGROAIRE,"""27°29'41""""S  61°39'32""""W""",-61.65877,-27.49486,115,Metros,Gancedo,1,SE,PRIVADO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,CHACO
SCA,,,Aerodromo,SUNCHALES/AEROCLUB,"""30°57'26""""S  61°31'44""""W""",-61.52888889,-30.95722222,91,Metros,Sunchales,2,ESE,PUBLICO,NOCONTROL,RANO,,Nacional,NO,NO,SANTA FE
SDE,SANE,SDE,Aerodromo,SANTIAGO DEL ESTERO/VCOM. ANGEL DE LA PAZ ARAGONES,"""27°45'56""""S  64°18'36""""W""",-64.31,-27.76555556,200,Metros,Santiago del Estero,6,NNO,PUBLICO,CONTROL,RANO,,Nacional,SI,SI,SANTIAGO DEL ESTERO
CQN,,,Aerodromo,COSQUIN/SANTA MARIA,"""31°17' 9""""S  64°27'20""""W""",-64.45555556,-31.28583333,700,Metros,Cosquin,4.5,SSE,PRIVADO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,CORDOBA
LAM,,,Aerodromo,GENERAL LAMADRID,"""37°13'34""""S  61°16'44""""W""",-61.27888889,-37.22611111,171,Metros,General La Madrid,3,NO,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
LNH,,,Aerodromo,LAGO NAHUEL HUAPI,"""41° 5'50""""S  71°10'36""""W""",-71.17678,-41.09725,780,Metros,San Carlos de Bariloche,11,ENE,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,RIO NEGRO
BRA,,,Aerodromo,BRAGADO,"""35° 8'43""""S  60°28'55""""W""",-60.48194444,-35.14527778,60,Metros,Bragado,2,SSE,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
CNS,,,Aerodromo,CANALS,"""33°33'45""""S  62°52' 9""""W""",-62.86911,-33.56247,116,Metros,Canals,0.5,E,PRIVADO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,CORDOBA
ERT,,,Aerodromo,VILLA MERCEDES/EA. DON ROBERTO,"""34° 0' 4""""S  65°21'60""""W""",-65.36657,-34.0011,436,Metros,Villa Mercedes,37,SSE,PRIVADO,NOCONTROL,RANO,,Nacional,NO,NO,SAN LUIS
HPG,,,Helipuerto,PIEDRA DEL AGUILA/TRANSENER S.A.,"""40° 9'41""""S  70° 2'33""""W""",-70.042408,-40.161297,702,Metros,Piedra del Aguila,13.5,S,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,NEUQUEN
SMT,,,Aerodromo,GENERAL SAN MARTIN,"""37°57'34""""S  63°35'28""""W""",-63.59111,-37.95934,161,Metros,General San Martin,1.5,N,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,LA PAMPA
HMT,,,Helipuerto,MONTE CRISTO/TRANSENER S.A.,"""31°20'21""""S  63°54'50""""W""",-63.913851,-31.3392,330,Metros,Monte Cristo,3,E,PRIVADO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,CORDOBA
LLE,,,Aerodromo,LIBERTAD/LA ESMERALDA,"""29°59'42""""S  57°50'18""""W""",-57.83833,-29.9951,81,Metros,Libertad,8,NNO,PRIVADO,NOCONTROL,RANE,,Nacional,NO,NO,CORRIENTES
PNR,,,Aerodromo,PINAMAR,"""37° 5'47""""S  56°58'27""""W""",-56.97416667,-37.09638889,9,Metros,Pinamar,10,OSO,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
HUU,,,Helipuerto,HELIPUERTO SATURNINO UNZUE,"""35°25'24""""S  60° 9'34""""W""",-60.159541,-35.423236,50,Metros,Estacion FFCC,8,E,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
PAN,,,Aerodromo,PASCANAS/EL RECUERDO S.R.L.,"""33° 6'20""""S  63°11'35""""W""",-63.19298,-33.1055,138,Metros,Pascanas,14,ONO,PRIVADO,NOCONTROL,RANO,AEROAPP,Nacional,NO,NO,CORDOBA
RAE,,,Aerodromo,RIVADAVIA/AEROTEC,"""33°12'24""""S  68°29'33""""W""",-68.49242,-33.2068,665,Metros,Rivadavia,3,SO,PRIVADO,NOCONTROL,RANO,,Nacional,NO,NO,MENDOZA
AII,,,Aerodromo,CHACABUCO/LAS DOS A,"""34°48'40""""S  60°30'60""""W""",-60.51661,-34.81116,60,Metros,Chacabuco,20,SSO,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,BUENOS AIRES
VCC,,,Aerodromo,VILLA CAÑAS/S. A. MIGUEL A. CARDONE,"""33°57'40""""S  61°38' 0""""W""",-61.63335,-33.96101,103,Metros,Villa Cañas,4.5,NO,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,SANTA FE
HNO,,,Helipuerto,HELIPLATAFORMA/RIO CULLEN-HIDRANORT,"""52°49'14""""S  68°13' 9""""W""",-68.219167,-52.820556,20,Metros,,0,Lindando,PRIVADO,NOCONTROL,RASU,CIVIL,Nacional,NO,NO,TIERRA DEL FUEGO ANTARTIDA E ISLAS DEL ATLANTICO SUR
LCC,,,Aerodromo,LA CARLOTA/CASAJUS,"""33°23'18""""S  63°18'20""""W""",-63.30551,-33.38823,143,Metros,La Carlota,3.5,NNO,PRIVADO,NOCONTROL,RANO,AEROAPP,Nacional,NO,NO,CORDOBA
BAS,,,Aerodromo,BASAVILBASO,"""32°21'42""""S  58°52'54""""W""",-58.8816,-32.3616,60,Metros,Basavilbaso,1,NO,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,ENTRE RIOS
CCM,,,Aerodromo,CARLOS CASARES/MALATINI,"""35°34' 9""""S  61°22' 6""""W""",-61.36821,-35.56915,82,Metros,Carlos Casares,6,N,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,BUENOS AIRES
GLM,,,Aerodromo,GUALEGUAYCHU/BLM CABAÑAS,"""32°58'39""""S  58°31'20""""W""",-58.52222222,-32.9775,7.17,Metros,Gualeguaychu,2.2,OSO,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,ENTRE RIOS
NAN,,,Aerodromo,HERNANDO/AEROCLUB,"""32°20'25""""S  63°41' 9""""W""",-63.68583333,-32.34027778,282,Metros,Hernando,1,NNE,PRIVADO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,CORDOBA
SMM,,,Aerodromo,SAN MIGUEL DEL MONTE/BAHIA AGRADABLE,"""35°27'34""""S  58°45'50""""W""",-58.76388889,-35.45944444,24,Metros,San Miguel del Monte,4,SE,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
HAM,,,Helipuerto,HELIPLATAFORMA AM3,"""52°31'22""""S  68°16'51""""W""",-68.280833,-52.522778,41,Metros,Estrecho de Magallanes,0,Lindando,PRIVADO,NOCONTROL,RASU,CIVIL,Nacional,NO,NO,TIERRA DEL FUEGO ANTARTIDA E ISLAS DEL ATLANTICO SUR
HBR,,,Helipuerto,CORDOBA/BERRINI,"""31°26'23""""S  64°20'37""""W""",-64.34373,-31.439765,552,Metros,Cordoba,14,SO,PRIVADO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,CORDOBA
RCV,,,Aerodromo,RIO COLORADO/VALE,"""37° 3'56""""S  69°23'44""""W""",-69.39555556,-37.06555556,930,Metros,Rincon de los Sauces,56,NO,PRIVADO,NOCONTROL,RANO,CIVIL,Nacional,NO,NO,MENDOZA
CBD,,,Aerodromo,CABILDO,"""38°29'55""""S  61°53' 3""""W""",-61.88416667,-38.49861111,159,Metros,Cabildo,1.5,SE,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
HBM,,,Helipuerto,BUENOS AIRES/MADERO,"""34°37'18""""S  58°20'42""""W""",-58.344913,-34.621535,5,Metros,Ciudad de Buenos Aires,0,SE,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,CIUDAD AUTONOMA DE BUENOS AIRES
PEH,SAZP,PEH,Aerodromo,PEHUAJO/COM. PEDRO ZANNI,"""35°50'40""""S  61°51'27""""W""",-61.85748,-35.84451,85,Metros,Pehuajo,5,SE,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
ROT,,,Aerodromo,ROSARIO DEL TALA,"""32°19'46""""S  59°11'29""""W""",-59.19146,-32.32954,54,Metros,Rosario del Tala,4,SO,PRIVADO,NOCONTROL,RACE,,Nacional,NO,NO,ENTRE RIOS
YPY,,,Aerodromo,YAPEYU,"""29°21'32""""S  56°47'45""""W""",-56.79573,-29.35877,53,Metros,Yapeyu,12,N,PRIVADO,NOCONTROL,RANE,,Nacional,NO,NO,CORRIENTES
BLA,,,Aerodromo,BALCARCE/EA. LA ALBORADA,"""37°27'46""""S  58°11'18""""W""",-58.18833333,-37.46277778,64,Metros,Balcarce,43,NNE,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
HHW,,,Helipuerto,MORENO/HELIWEST,"""34°38' 3""""S  58°45' 6""""W""",-58.751782,-34.634199,21.5,Metros,Moreno,3.9,ENE,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
LIO,SAZX,,Aerodromo,NUEVE DE JULIO,"""35°23'58""""S  60°55'60""""W""",-60.93333333,-35.39944444,75,Metros,9 de Julio,5,NO,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
SCZ,SAWU,RZA,Aerodromo,SANTA CRUZ,"""50° 1' 4""""S  68°34'49""""W""",-68.58027778,-50.01777778,111,Metros,Puerto Santa Cruz,5,O,PUBLICO,AERADIO,RASU,,Nacional,NO,NO,SANTA CRUZ
TBL,,,Aerodromo,EL TREBOL/BURDISSO,"""32°14'38""""S  61°45'33""""W""",-61.75915,-32.24383,111,Metros,El Trebol,7,SO,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,SANTA FE
TUC,SANT,TUC,Aerodromo,TUCUMAN/TENIENTE BENJAMIN MATIENZO,"""26°50'27""""S  65° 6'17""""W""",-65.10472222,-26.84083333,455,Metros,San Miguel de Tucuman,12,E,PUBLICO,CONTROL,RANO,,Internacional,SI,SI,TUCUMAN
IGU,SARI,IGR,Aerodromo,CATARATAS DEL  IGUAZU/MY. D. CARLOS EDUARDO KRAUSE,"""25°44'14""""S  54°28'25""""W""",-54.47354,-25.73722,279,Metros,Cataratas del Iguazu,18,SSE,PUBLICO,CONTROL,RANE,CIVIL,Internacional,SI,SI,MISIONES
MCT,,,Aerodromo,MONTE CASEROS/TIMBOY,"""30°14' 7""""S  57°50'45""""W""",-57.84572,-30.23519,65,Metros,Monte Caseros,21,ONO,PRIVADO,NOCONTROL,RANE,,Nacional,NO,NO,CORRIENTES
SLG,,,Aerodromo,SALDUNGARAY,"""38°12'19""""S  61°45'40""""W""",-61.76115,-38.20517,228,Metros,Saldungaray,4,E,PRIVADO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
TQL,,,Aerodromo,TRENQUE LAUQUEN/ÑANCO LAUQUEN,"""35°58'13""""S  62°46'19""""W""",-62.77194444,-35.97027778,92,Metros,Trenque Lauquen,3.5,O,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
AYA,,,Aerodromo,AYACUCHO,"""37° 9'45""""S  58°28'23""""W""",-58.47305556,-37.1625,77,Metros,Ayacucho,0.9,SE,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
DRY,SAVY,PMY,Aerodromo,PUERTO MADRYN/EL TEHUELCHE,"""42°45'33""""S  65° 6'10""""W""",-65.10277778,-42.75916667,130,Metros,Puerto Madryn,5.3,ONO,PUBLICO,CONTROL,RASU,,Nacional,SI,SI,CHUBUT
HSN,,,Helipuerto,SAN NICOLAS DE LOS ARROYOS/MIGUEL COLOMBISE,"""33°21'32""""S  60°14'58""""W""",-60.249353,-33.358932,27,Metros,Estacion FFCC local,2.7,SO,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
NEC,SAZO,NEC,Aerodromo,NECOCHEA,"""38°29'22""""S  58°48'59""""W""",-58.81626,-38.48954,22,Metros,Necochea,10,NE,PUBLICO,AERADIO,RACE,,Nacional,SI,NO,BUENOS AIRES
PAS,,,Aerodromo,PASTEUR/LAS LILAS,"""35° 6'34""""S  62°13' 4""""W""",-62.21764,-35.10957,107,Metros,Pasteur,2,NE,PRIVADO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
SBE,,,Aerodromo,SAN BENITO,"""31°48'31""""S  60°27' 6""""W""",-60.45166667,-31.80861111,59,Metros,San Benito,2.8,SSO,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,ENTRE RIOS
TOR,,,Aerodromo,TORNQUIST,"""38° 5'42""""S  62°14'58""""W""",-62.24944444,-38.095,285,Metros,Tornquist,2,O,PRIVADO,NOCONTROL,RACE,,Nacional,NO,NO,BUENOS AIRES
VRG,,,Aerodromo,VILLA REGINA,"""39° 4'29""""S  67° 4'41""""W""",-67.07805556,-39.07472222,285,Metros,Villa Regina,1.4,N,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,RIO NEGRO
AMA,,,Aerodromo,ROBERTS/LA AMALIA,"""35° 6' 2""""S  62° 0'60""""W""",-62.01657,-35.10043,100,Metros,Roberts,6.5,NO,PRIVADO,NOCONTROL,RACE,AEROAPP,Nacional,NO,NO,BUENOS AIRES
HME,,,Helipuerto,PILAR/MEMORIAL,"""34°26'40""""S  58°50'12""""W""",-58.836706,-34.444449,19,Metros,Ruta Panamericana Km. 46,0,,PRIVADO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
RUF,,,Aerodromo,RUFINO,"""34°16'58""""S  62°40' 3""""W""",-62.6675,-34.28277778,114,Metros,Rufino,5,ESE,PUBLICO,NOCONTROL,RACE,,Nacional,NO,NO,SANTA FE
GAS,,,Aerodromo,GENERAL VILLEGAS,"""34°59'46""""S  62°59'56""""W""",-62.99883,-34.99615,117,Metros,General Villegas,4.5,NNE,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,BUENOS AIRES
IAL,,,Aerodromo,INTENDENTE ALVEAR,"""35°14' 1""""S  63°33'57""""W""",-63.56571,-35.23368,127,Metros,Intendente Alvear,2.5,E,PUBLICO,NOCONTROL,RACE,CIVIL,Nacional,NO,NO,LA PAMPA
IVL,,,Aerodromo,ISLA VERDE/BIONDI,"""33°13'24""""S  62°24'17""""W""",-62.40464,-33.2232,119,Metros,Isla Verde,2,NNE,PRIVADO,NOCONTROL,RANO,AEROAPP,Nacional,NO,NO,CORDOBA
